view_count,page_length,edit_count,page_watchers,page_watchers_recent_edits,page_views_past_30days,redirects,recent_number_of_edits,number_distinct_authors,number_categories
15032,1847.0,15.0,25.0,50.0,148,1,0,0,15
11820,4629.0,22.0,25.0,50.0,180,0,0,0,15
23126,5575.0,749.0,44.0,2.0,240,13,0,0,15
143773,21613.0,431.0,25.0,50.0,247,1,0,0,15
38318,967.0,108.0,25.0,50.0,251,1,0,0,15
29299,1102.0,30.0,25.0,50.0,268,0,0,0,15
36815,4927.0,63.0,25.0,50.0,273,3,0,0,15
79464,47.0,1.0,25.0,50.0,280,0,0,0,15
246054,21513.0,547.0,25.0,50.0,285,1,0,0,15
49321,534.0,15.0,25.0,50.0,316,3,0,0,15
101717,2083.0,422.0,97.0,5.0,341,16,0,0,15
93381,26.0,3.0,80.0,7.0,395,0,0,0,15
219824,46.0,1.0,25.0,50.0,407,0,0,0,15
2296048,65.0,3.0,137.0,9.0,547,0,0,0,15
146342,1590.0,426.0,34.0,2.0,605,6,0,0,15
126553,12539.0,49.0,25.0,50.0,609,0,0,0,15
43200,2462.0,21.0,25.0,50.0,610,2,0,0,15
138747,1864.0,195.0,25.0,50.0,618,4,0,0,15
1564023,68.0,1.0,112.0,65.0,634,0,0,0,15
2356364,69.0,1.0,102.0,57.0,912,0,0,0,15
393472,351.0,203.0,65.0,15.0,1406,2,0,0,15
271376,4332.0,123.0,25.0,50.0,1711,14,0,0,15
825646,24.0,5.0,163.0,5.0,2226,0,0,0,15
323522,17401.0,3939.0,60.0,50.0,2342,3,0,0,15
241878,59.0,1.0,25.0,50.0,2472,0,0,0,15
7198866,58.0,1.0,209.0,57.0,4337,0,0,0,15
611925,1153.0,237.0,37.0,7.0,5651,3,0,0,15
594202,52.0,4.0,308.0,15.0,5738,0,0,0,15
806461,1505.0,1102.0,103.0,17.0,8985,6,0,0,15
4345535,47.0,1.0,443.0,43.0,12080,0,0,0,15
1671146,2319.0,4734.0,199.0,13.0,14883,6,0,0,15
46190476,2608.0,1174.0,136.0,16.0,32839,8,0,0,15
38902600027,3508.0,4247.0,116826.0,5546.0,169933313,57,0,0,15
3325,4803.0,11.0,25.0,50.0,11,3,1,1,15
84719,1648.0,171.0,82.0,8.0,981,1,1,1,15
4703470,3540.0,1799.0,694.0,26.0,10274,25,1,1,15
12873852,101189.0,4729.0,253.0,11.0,108595,3,1,1,15
44043,3579.0,64.0,25.0,50.0,36,3,2,1,15
28302,13221.0,123.0,25.0,50.0,200,0,2,1,15
1369235,58852.0,5336.0,177.0,18.0,7262,57,6,4,15
1661173,57444.0,5838.0,170.0,21.0,7826,21,17,6,15
12172990,208407.0,14620.0,3810.0,101.0,278528,114,23,16,15
2208118,0.0,0.0,416.0,12.0,0,0,5,2,15
1,0.0,0.0,25.0,50.0,0,0,5,2,15
558,0.0,0.0,25.0,50.0,0,0,5,2,15
1067,0.0,0.0,25.0,50.0,0,0,5,2,15
363464,0.0,0.0,25.0,50.0,0,0,5,2,15
